age,education_num,hours_per_week,capital_gain,capital_loss,occupation,marital_status,gender,race,income
58,13,26,0,0,6,4,1,4,0
47,11,42,0,0,7,1,1,2,0
27,8,27,0,0,1,0,0,4,0
43,15,29,0,0,7,0,0,0,1
69,9,21,0,0,4,0,0,4,0
44,7,48,0,0,0,0,1,4,0
74,10,38,0,0,5,6,0,4,0
52,12,42,0,0,5,6,0,4,0
44,11,42,0,0,0,6,1,4,0
57,9,33,0,0,9,0,0,4,0
66,13,28,0,0,1,1,1,0,0
74,12,61,0,0,8,1,1,4,0
74,13,36,0,500,4,0,0,4,1
33,8,33,0,0,0,0,0,4,0
47,11,75,0,0,10,4,1,4,1
48,12,32,0,0,2,0,1,4,1
50,6,38,0,0,13,0,1,4,1
75,8,30,0,0,0,0,1,2,1
58,9,54,0,1500,7,6,1,4,0
33,10,33,0,0,0,0,0,0,0
43,11,45,0,0,1,3,1,4,0
45,12,50,0,0,5,0,0,2,0
43,6,46,0,0,0,1,1,0,0
37,13,27,0,0,6,0,0,4,0
52,11,51,0,2000,5,6,1,4,1
62,8,45,0,0,0,1,1,4,0
49,12,40,0,0,8,5,0,4,0
33,4,42,0,2000,4,0,0,4,0
56,10,22,0,0,8,2,1,0,0
56,11,64,0,0,10,6,0,4,1
33,9,57,1000,0,5,6,1,4,0
51,11,55,0,0,2,1,1,4,1
45,12,38,0,0,7,0,1,4,1
43,6,40,0,0,10,6,1,4,0
51,9,52,0,0,7,0,1,4,0
58,13,44,0,0,10,0,0,1,0
56,8,28,0,0,12,4,1,4,0
46,8,26,0,0,8,0,1,4,0
41,13,24,0,0,4,0,1,4,0
35,12,29,0,0,0,4,1,4,0
43,12,31,0,0,9,6,1,0,0
50,14,40,0,0,3,1,1,3,1
79,9,56,0,0,6,6,1,4,0
70,10,33,0,0,5,0,1,4,1
43,8,49,7000,0,9,5,1,0,0
44,8,39,0,0,1,0,1,4,1
39,13,35,0,0,2,1,0,4,0
72,10,46,0,0,8,0,1,4,1
77,12,37,5000,0,2,1,1,4,0
61,12,42,0,0,0,5,1,4,0
47,8,13,0,0,12,1,1,4,0
51,10,36,0,0,2,1,1,4,1
38,6,46,0,0,9,6,1,4,0
50,10,51,0,0,2,0,1,4,1
37,10,55,0,0,0,6,1,4,1
41,6,58,0,0,0,0,0,4,0
40,10,47,0,0,9,0,1,4,0
65,16,47,0,0,9,1,1,4,1
43,12,34,0,0,9,6,1,4,0
42,9,45,0,0,12,0,1,4,0
31,9,54,0,0,3,1,0,0,0
42,10,63,0,0,2,3,1,4,1
32,12,29,0,0,0,0,1,4,0
56,8,36,0,0,11,5,1,4,0
86,9,45,0,0,13,4,0,4,0
55,9,40,0,0,1,6,0,4,0
48,6,22,0,0,2,6,1,4,0
61,11,50,0,0,1,5,0,0,0
50,11,31,0,0,0,1,1,4,0
54,9,35,0,0,5,1,0,4,0
85,9,22,0,0,5,4,1,4,0
59,8,19,0,0,10,0,1,4,1
37,11,47,0,0,11,4,1,4,1
57,8,24,0,0,5,4,0,4,0
63,11,38,0,0,7,0,1,2,0
68,12,47,0,0,9,6,0,4,0
60,11,47,0,0,1,0,1,4,1
48,9,21,1000,0,5,1,1,4,0
55,9,48,0,0,4,1,1,4,1
42,8,29,0,0,2,1,1,4,1
63,11,54,0,0,1,1,1,4,1
66,9,52,0,0,0,0,0,4,0
40,13,36,7000,0,2,0,1,0,1
31,7,43,0,0,3,6,1,4,0
29,9,31,0,0,10,0,0,4,0
54,8,47,2000,0,3,1,1,4,0
65,11,45,0,0,2,4,0,4,0
45,8,37,0,0,4,4,0,4,0
50,12,61,0,0,2,4,1,4,1
52,11,19,10000,0,4,6,1,4,0
52,11,36,0,2000,7,6,1,4,0
43,6,33,0,0,4,0,1,4,0
37,8,30,0,0,1,4,0,4,0
53,12,36,0,0,2,0,0,4,0
54,7,18,0,0,8,0,1,4,0
68,8,20,0,0,4,0,1,4,0
54,12,39,0,0,3,5,0,4,0
62,7,38,0,0,1,0,1,4,0
53,6,38,0,0,7,0,1,0,0
69,8,16,15000,0,2,0,0,4,0
36,15,29,0,0,4,0,1,4,1
49,7,39,0,0,1,0,1,4,1
51,7,16,0,0,7,0,0,4,0
63,14,29,0,0,5,1,1,4,0
46,11,45,0,0,3,0,1,4,0
54,11,40,0,0,7,6,1,4,0
37,6,47,0,0,0,0,1,4,0
44,6,43,0,0,0,1,0,4,0
42,10,27,0,0,2,0,0,4,0
41,7,38,0,0,3,1,1,0,0
41,12,43,0,0,10,0,1,4,0
42,7,17,5000,0,0,1,0,4,0
74,12,44,0,0,11,4,0,4,0
39,9,42,0,0,13,0,1,4,0
54,9,58,0,0,0,6,1,4,0
39,6,13,0,0,8,0,0,0,0
46,16,50,0,0,0,5,1,2,1
52,8,48,0,0,1,6,0,4,0
35,12,8,0,1000,4,0,0,4,0
55,7,30,0,0,1,0,0,0,0
46,14,53,0,0,8,0,1,4,0
54,12,38,0,0,6,0,1,4,1
59,10,43,0,0,1,0,1,4,1
42,8,28,0,0,7,0,0,4,0
55,12,52,0,0,7,6,1,4,0
62,8,44,0,0,2,1,0,4,0
66,11,30,0,1500,4,0,1,4,0
54,11,49,0,0,4,6,1,4,0
46,12,55,0,0,4,1,0,4,0
62,10,43,0,0,6,0,0,4,1
42,6,63,0,0,4,0,1,0,0
57,4,33,0,0,2,0,1,4,0
49,7,50,0,0,0,6,0,4,0
68,13,41,10000,0,4,0,1,4,1
51,12,21,0,0,2,6,1,4,0
41,12,41,0,0,1,0,1,4,1
40,7,44,0,0,7,4,1,4,0
55,11,35,0,0,9,0,1,4,0
53,8,26,0,0,5,0,1,4,0
35,10,32,0,0,4,6,0,4,1
90,7,47,0,0,5,1,1,4,0
51,11,34,10000,0,3,4,1,4,0
55,8,31,0,0,5,0,1,4,0
64,12,39,0,0,10,4,1,4,0
55,11,22,99999,2500,1,4,1,2,0
39,9,40,0,0,6,0,0,4,1
49,6,36,0,0,8,0,1,4,0
40,9,40,0,0,9,0,0,4,0
41,10,19,0,2500,2,6,1,4,0
47,9,35,0,0,9,1,1,4,0
54,10,41,0,0,8,6,1,4,0
48,11,42,0,0,2,6,1,4,1
40,8,41,1000,0,8,0,1,4,0
23,11,35,0,0,7,4,1,4,0
72,12,35,0,0,5,1,1,4,0
62,11,57,0,0,3,1,1,4,0
58,13,45,0,0,0,0,1,4,1
39,8,25,0,0,0,0,0,4,0
46,6,41,0,0,1,6,1,0,0
41,13,59,0,0,12,1,0,0,0
38,10,53,0,0,3,6,1,4,0
52,10,36,0,0,7,4,1,0,0
49,14,29,0,0,6,1,0,1,1
62,7,32,0,0,9,6,0,4,0
47,8,38,0,0,11,6,1,0,0
37,13,40,99999,0,4,4,0,4,1
90,9,45,0,0,13,6,1,4,1
46,8,27,1000,0,12,1,1,4,0
62,11,52,0,0,4,1,1,4,1
47,12,33,0,0,9,4,0,4,0
48,9,43,0,0,0,6,0,4,0
45,10,52,0,0,0,0,1,4,0
42,11,36,0,0,8,0,1,4,1
42,11,47,0,0,0,0,1,2,1
57,11,33,0,1000,0,0,0,4,0
50,11,38,99999,0,3,0,0,4,1
47,7,53,1000,0,3,4,0,4,0
52,10,35,0,0,1,0,1,4,0
74,7,50,0,0,10,0,1,4,0
90,12,30,99999,0,5,0,1,4,1
30,9,29,0,0,2,0,1,4,0
75,10,44,1000,0,5,6,1,4,0
72,10,26,0,0,3,6,1,2,1
78,9,39,0,0,0,0,1,4,0
39,10,33,0,0,4,0,1,4,0
38,7,31,0,0,11,4,1,4,0
65,9,46,0,0,3,0,1,3,0
43,10,46,0,0,0,0,0,4,0
45,11,35,0,0,6,6,1,4,0
40,8,47,10000,0,2,1,1,4,0
39,14,53,0,0,6,6,1,4,0
46,6,54,0,0,1,0,1,0,0
55,13,31,0,0,4,6,1,4,1
75,7,20,0,0,1,6,1,4,0
68,7,47,0,0,5,3,1,4,0
32,8,37,0,0,4,0,0,4,0
67,12,41,0,0,6,0,0,4,1
52,6,41,0,0,1,4,1,4,0
51,9,34,25000,0,13,0,0,0,0
55,11,62,0,0,2,0,1,4,1
61,9,43,0,0,11,1,0,4,0
50,9,44,0,0,1,0,1,4,1
60,11,41,0,0,0,0,1,4,0
60,12,51,25000,0,11,6,1,4,0
54,9,28,0,0,4,0,1,4,1
39,11,33,0,0,0,1,1,4,0
54,12,40,0,0,5,0,0,4,1
75,7,53,0,0,0,0,0,4,0
83,10,41,0,0,5,4,0,4,0
58,6,30,0,0,8,1,1,4,0
81,14,57,0,1500,1,6,0,4,1
43,12,31,0,0,0,1,0,4,0
61,9,41,7000,0,4,0,0,4,0
70,11,37,0,0,7,1,1,4,1
47,3,40,0,0,0,0,1,0,0
78,14,27,0,0,2,4,1,2,1
77,8,45,99999,0,0,6,1,4,0
50,12,47,0,0,5,1,0,4,0
43,7,46,0,0,11,0,1,4,0
42,14,37,0,0,8,0,1,4,1
54,10,56,0,0,0,0,0,4,1
51,4,42,10000,0,5,3,0,4,0
51,11,53,0,0,5,0,1,4,0
52,10,43,0,0,0,0,1,4,1
41,7,46,0,0,8,0,1,4,0
33,12,45,0,0,2,6,0,4,0
70,9,32,0,0,6,1,1,4,0
51,12,54,0,0,4,0,1,4,0
70,8,43,0,0,4,4,1,4,0
33,9,46,0,0,1,6,1,4,0
35,10,38,0,0,3,0,0,4,0
25,11,29,0,0,10,0,0,3,0
52,9,7,0,0,0,4,0,4,0
60,12,40,0,0,8,0,1,4,1
67,6,51,0,0,4,3,0,4,0
34,15,51,0,0,7,0,1,4,1
45,12,50,0,0,2,0,1,4,1
55,12,14,0,0,1,1,0,0,1
42,10,43,2000,0,10,1,1,4,0
44,8,23,0,0,0,5,1,4,0
60,12,52,0,0,6,0,1,4,1
32,11,38,0,0,0,0,1,4,1
38,9,62,0,0,1,0,1,4,1
62,10,43,0,0,6,2,1,0,0
49,10,54,0,0,2,0,1,4,1
42,8,43,0,0,5,0,1,4,0
37,11,44,0,0,8,6,1,4,0
48,9,51,0,0,8,0,1,4,0
47,11,40,0,0,0,4,1,4,0
74,10,42,10000,1500,8,6,1,4,0
51,6,48,0,0,2,0,1,2,0
29,13,59,0,0,11,6,0,4,0
54,15,29,0,0,0,0,1,3,1
53,8,27,0,0,12,6,1,4,0
90,10,45,0,0,7,6,1,4,0
41,14,38,0,1500,8,0,1,4,1
74,11,48,0,0,1,0,1,4,1
72,5,42,0,0,8,0,1,4,0
44,9,32,0,0,5,0,1,4,1
44,9,51,0,0,1,1,0,4,0
31,8,48,7000,0,2,0,0,4,0
57,9,27,0,0,0,3,1,4,1
59,12,37,1000,0,13,0,1,4,1
58,8,52,0,0,8,0,0,4,0
44,13,45,0,0,1,0,0,4,0
69,13,34,0,0,1,2,0,4,0
48,9,59,0,0,5,6,1,4,0
35,8,59,0,0,10,0,0,4,0
55,13,51,0,0,7,0,0,4,1
66,5,51,0,0,7,4,0,4,0
47,13,22,0,0,5,4,1,4,0
55,12,19,0,0,11,1,1,4,0
61,13,32,0,0,2,0,1,4,1
53,4,40,0,0,12,1,0,4,0
51,10,13,0,0,0,2,1,4,0
62,8,53,0,0,8,6,0,4,0
42,10,62,0,0,6,0,0,4,0
57,11,34,0,0,12,4,1,4,0
55,15,47,0,0,9,4,1,4,1
56,7,53,0,0,0,6,1,4,0
40,8,48,0,0,7,2,1,4,0
76,7,47,0,0,9,0,0,4,0
48,11,54,0,0,9,0,1,4,1
51,14,55,0,0,8,0,0,4,1
57,10,38,0,2000,13,1,0,4,0
85,9,45,0,0,0,6,0,4,0
67,13,61,0,0,0,0,1,4,1
56,12,34,0,500,7,0,1,4,1
46,4,46,0,0,13,6,0,4,0
90,12,25,0,0,2,2,0,4,0
52,9,29,0,0,1,1,1,4,0
51,7,30,0,0,5,0,1,4,0
47,14,36,7000,0,0,6,1,4,0
35,8,32,0,0,4,0,0,4,0
53,7,46,0,0,2,4,1,4,0
68,7,47,0,0,8,6,1,4,0
56,7,30,0,0,2,6,1,4,0
64,8,49,0,0,0,0,0,4,0
66,10,22,0,0,1,0,1,2,0
45,8,27,0,0,2,0,0,4,0
55,9,37,0,0,4,2,1,4,0
61,9,29,0,0,9,3,0,2,0
61,10,44,0,0,5,0,1,4,1
30,12,55,0,0,6,0,0,4,1
75,9,51,0,0,8,0,1,4,0
41,10,35,0,0,0,4,1,4,0
61,9,36,0,0,12,1,1,4,0
68,13,43,0,0,8,4,1,4,0
38,7,39,0,0,4,0,0,4,0
57,15,32,0,0,4,1,0,4,0
63,7,48,0,0,2,1,1,4,0
44,14,40,0,0,3,6,1,4,1
73,8,27,0,0,1,0,0,4,0
40,9,58,0,1000,8,4,1,4,0
52,8,42,0,0,0,0,0,4,1
47,8,10,0,0,0,2,1,4,0
64,7,48,0,0,11,4,0,4,0
46,11,40,0,0,7,2,0,4,0
47,7,37,0,0,11,6,0,0,0
47,5,22,0,0,8,6,1,0,0
73,7,56,0,0,4,3,0,4,0
62,11,37,0,0,0,4,1,4,0
58,13,12,0,0,4,2,1,4,0
90,15,28,0,0,5,4,0,4,0
42,11,41,0,0,0,0,1,4,0
73,14,41,0,0,5,0,1,0,1
90,13,32,0,0,6,0,1,4,1
38,6,46,0,0,1,1,1,4,0
90,12,26,0,0,11,0,0,2,1
45,10,39,0,0,7,0,0,4,0
51,15,42,0,0,2,6,0,4,1
49,8,29,0,0,7,1,1,4,0
55,13,52,0,0,3,6,1,4,1
51,14,54,0,0,0,1,0,0,0
45,10,41,0,0,8,0,1,4,0
57,13,43,0,0,4,4,0,4,0
51,8,50,0,0,11,6,0,4,0
42,11,45,0,0,12,5,1,0,0
29,14,39,0,0,9,4,0,4,0
67,13,50,0,0,2,0,0,4,1
59,10,60,0,0,4,1,0,4,0
41,5,37,0,0,8,0,1,0,0
37,6,35,0,0,2,4,1,4,0
43,7,55,0,0,2,0,1,4,0
51,10,32,0,0,3,0,1,4,1
58,9,27,0,0,3,6,0,4,0
43,9,38,0,0,6,0,0,4,0
63,10,52,0,0,8,1,1,4,0
46,8,60,0,500,10,6,1,4,0
61,10,42,0,0,0,4,1,4,0
37,6,43,0,0,5,0,1,4,0
41,11,43,0,0,12,4,1,0,0
58,16,39,0,0,6,1,0,4,1
53,12,41,0,0,0,6,1,4,1
71,16,48,0,0,6,4,0,4,0
82,14,51,2000,0,8,6,1,4,1
49,8,65,0,0,8,0,0,4,0
33,8,52,0,0,6,0,1,4,0
59,8,44,0,0,3,0,1,0,0
35,15,39,0,0,8,0,1,4,0
73,13,21,0,0,9,0,1,0,0
64,10,13,0,0,12,0,1,4,0
44,9,31,0,0,5,4,0,4,0
68,4,65,0,0,7,0,1,4,0
40,10,43,25000,0,6,6,0,4,0
62,11,29,0,0,11,4,0,2,0
45,9,44,0,0,1,0,1,0,1
77,8,31,0,0,8,1,1,4,1
70,11,52,0,0,4,0,0,4,1
62,9,73,0,0,9,3,1,4,0
75,9,38,0,0,7,4,0,4,0
37,10,38,0,0,4,0,1,4,0
67,11,38,0,0,8,0,1,4,0
60,11,50,10000,0,0,0,1,4,0
49,10,28,0,0,11,1,0,4,0
48,12,38,0,1500,1,0,0,4,0
50,7,31,2000,0,11,0,0,4,0
43,10,37,0,0,1,6,0,2,0
37,14,58,0,0,3,6,1,4,0
39,5,29,0,0,1,6,1,4,0
43,11,55,0,0,3,0,1,4,1
42,9,36,0,0,13,0,1,4,0
49,10,35,0,0,8,1,1,0,0
36,12,36,0,0,11,0,0,1,0
62,10,61,0,0,7,4,0,4,0
67,12,45,0,0,4,0,0,4,0
39,8,24,0,0,2,1,1,4,0
42,9,50,0,500,1,6,1,4,0
50,10,36,0,0,7,0,1,4,0
60,12,43,0,0,0,6,0,4,0
67,5,25,5000,0,3,1,1,4,0
42,9,24,0,0,2,0,1,4,0
39,11,43,0,0,6,6,0,4,0
55,14,34,0,0,11,6,1,4,0
61,8,38,0,0,3,0,1,4,1
55,7,41,0,0,3,0,1,4,1
40,9,30,0,0,11,0,1,0,0
54,10,66,5000,2000,8,6,1,4,0
40,10,59,99999,0,5,1,1,4,0
53,9,53,0,0,6,4,0,4,0
36,6,51,0,0,5,1,1,4,0
36,9,46,0,0,8,0,1,4,0
61,12,37,0,0,1,6,1,4,0
70,11,37,0,0,3,4,0,4,0
43,6,44,0,0,10,6,1,4,0
70,6,41,0,0,0,1,1,2,0
48,10,25,0,0,0,0,0,4,0
62,11,42,0,0,10,0,0,4,0
27,12,28,0,0,2,0,1,4,1
61,12,41,0,0,0,4,1,4,1
47,7,39,10000,0,10,1,1,4,0
59,14,33,0,0,11,4,1,0,1
46,10,32,0,2500,0,0,1,4,1
49,10,37,0,0,0,0,1,4,0
60,15,49,0,0,9,0,1,4,1
49,14,49,0,0,1,4,1,4,1
56,8,44,0,0,10,0,1,4,0
74,9,19,0,0,1,1,1,4,0
54,16,58,0,0,9,0,1,4,1
61,11,33,0,0,3,0,1,4,0
42,9,53,0,0,12,4,1,4,0
59,9,41,0,0,3,1,1,4,0
52,13,36,0,0,0,2,1,4,0
40,9,38,0,0,13,6,0,4,0
29,5,25,0,0,6,0,1,0,0
39,13,23,0,0,0,4,1,0,0
54,8,30,0,0,6,1,1,4,0
60,9,39,0,0,7,6,1,4,0
65,8,30,0,0,0,4,0,4,0
45,6,61,0,0,0,1,1,0,0
49,9,23,0,0,2,4,1,4,1
53,11,57,0,0,2,0,1,4,1
50,11,38,0,0,6,1,1,4,0
56,9,52,0,0,8,0,1,4,0
55,12,37,0,0,8,0,1,4,0
35,15,50,0,0,13,4,1,4,1
72,9,32,0,0,6,6,0,4,0
32,8,44,0,0,4,5,0,4,0
75,12,19,0,0,7,0,1,4,1
56,8,49,0,0,1,6,1,4,0
38,16,52,0,0,2,0,0,4,1
76,13,47,0,0,0,1,0,4,1
59,12,43,0,500,0,4,0,4,0
49,9,44,0,0,8,0,1,4,1
42,10,40,0,0,2,6,1,4,0
57,8,22,0,1500,10,1,0,1,0
41,12,51,0,0,10,1,0,4,0
66,8,56,0,0,4,4,1,4,0
42,14,61,0,0,13,6,0,4,0
58,8,30,0,0,2,0,1,4,0
36,6,47,0,0,4,6,1,4,0
45,13,43,0,0,7,1,1,3,0
41,12,40,0,0,1,4,0,4,0
65,10,49,0,0,3,6,0,4,0
43,10,59,0,0,0,6,1,4,0
68,11,26,0,0,2,6,1,4,0
85,12,46,0,0,3,4,1,4,0
70,13,45,15000,0,11,6,0,4,1
54,9,40,0,0,0,0,1,4,0
39,16,37,0,0,4,1,0,4,0
39,8,34,0,1500,10,0,1,4,0
45,7,40,0,0,9,4,0,1,0
48,11,34,0,0,8,0,1,4,1
72,8,40,0,0,10,4,0,4,0
48,12,30,0,0,8,0,1,4,0
47,14,57,0,0,3,0,1,4,1
65,12,31,0,0,7,6,1,4,0
45,11,35,0,0,4,1,0,4,0
53,7,33,0,0,8,4,1,4,0
34,12,20,0,0,7,4,1,4,0
42,7,43,0,0,6,6,1,4,0
52,9,58,0,0,8,0,1,4,1
54,6,45,0,0,2,4,1,4,0
45,8,15,0,0,3,0,0,4,0
39,11,25,0,0,9,0,1,4,0
31,10,29,25000,0,3,0,0,4,0
50,11,49,0,0,11,0,1,4,0
73,5,44,0,0,8,0,1,4,0
63,11,57,0,0,1,6,1,4,0
62,15,21,0,0,12,4,1,4,0
47,8,31,0,0,10,6,0,4,0
38,9,49,0,0,9,6,1,4,0
56,6,39,0,0,4,0,1,4,0
55,11,64,0,0,2,1,0,4,0
48,15,41,0,0,11,0,1,4,1
53,9,17,0,0,0,0,1,4,1
43,11,31,0,0,3,5,0,4,0
68,11,37,0,0,8,4,1,4,0
64,11,29,0,0,0,4,1,4,0
56,8,31,25000,0,3,0,1,4,0
43,9,44,0,0,10,0,1,0,1
43,8,57,0,0,0,0,0,4,1
72,8,44,0,0,9,0,1,4,0
54,10,24,0,0,1,0,1,4,0
67,12,52,0,0,9,6,0,4,0
76,9,57,0,0,0,0,1,4,0
41,10,46,0,0,1,0,0,2,0
66,12,48,0,0,7,1,0,4,0
57,10,37,0,0,2,0,1,4,1
87,13,42,0,0,2,0,0,4,1
23,10,59,0,0,5,6,1,0,0
59,6,55,0,0,0,0,1,4,0
61,12,29,0,0,6,0,0,4,0
33,8,23,0,0,10,0,0,4,0
58,13,42,0,0,5,6,0,4,0
90,13,50,0,0,10,0,0,4,1
43,8,27,0,0,8,6,0,4,0
54,14,53,0,0,10,1,1,4,1
50,15,45,0,0,0,0,1,4,1
49,6,62,0,0,4,0,0,4,0
37,9,36,2000,0,6,6,1,4,0
68,10,41,0,0,9,0,0,4,0
54,10,56,0,0,4,4,1,4,0
39,13,37,0,0,7,6,0,4,0
45,7,49,0,0,8,0,0,4,0
64,10,26,0,0,1,0,1,4,1
47,14,58,0,0,7,0,1,4,0
58,10,57,0,0,9,6,1,4,0
51,12,43,0,0,3,1,1,0,1
45,6,47,0,0,4,0,0,4,0
49,14,35,0,0,5,4,1,0,0
44,14,49,10000,0,4,0,1,4,0
53,10,41,0,0,0,4,0,4,0
55,9,45,0,0,2,0,1,4,1
32,11,59,99999,0,1,4,1,4,1
71,9,42,0,0,12,4,1,4,1
80,12,58,15000,0,3,0,1,0,1
58,9,47,15000,0,7,0,1,4,1
50,7,55,0,500,5,0,1,4,1
54,12,30,0,0,11,1,1,4,0
43,8,45,0,0,2,0,1,4,0
41,10,42,0,0,5,4,1,4,0
32,14,26,0,0,1,0,1,4,1
36,7,50,0,500,0,4,1,4,0
61,7,59,0,0,4,0,1,4,0
46,10,26,0,0,1,0,1,4,0
64,10,34,0,0,13,6,1,4,0
58,12,23,0,0,5,1,0,4,0
54,14,15,0,1500,0,4,1,4,0
43,6,39,0,0,9,4,1,4,0
65,10,45,0,0,4,4,1,4,0
41,6,40,0,0,12,6,1,0,0
50,11,29,2000,0,11,0,1,0,0
39,9,28,0,0,4,0,0,4,0
39,11,31,0,0,6,0,1,4,0
61,11,39,0,0,2,0,0,0,0
35,11,33,0,0,7,6,1,4,0
58,10,40,0,0,3,0,0,4,0
57,5,72,0,0,7,0,1,4,0
46,7,49,0,0,3,0,1,4,0
46,11,47,0,0,3,1,1,4,0
29,13,42,0,0,2,0,1,4,1
41,6,54,0,0,11,1,1,4,0
56,5,33,0,0,6,0,1,4,0
74,14,32,0,0,0,0,0,4,1
77,11,50,0,0,2,0,0,4,1
62,6,40,0,0,3,4,0,4,0
44,7,39,0,0,1,6,0,4,0
43,9,55,0,0,6,6,1,4,1
58,7,59,0,0,4,4,0,2,0
61,8,31,0,0,0,6,1,4,0
50,11,19,1000,0,1,4,0,0,0
46,10,30,0,0,1,4,1,4,0
42,10,33,0,0,3,6,1,4,0
36,11,38,0,0,7,1,1,4,0
53,8,25,0,0,1,1,1,4,0
77,14,48,0,0,7,6,1,4,1
61,11,48,0,0,2,0,0,4,1
34,11,30,5000,0,1,6,1,4,0
49,9,41,0,0,6,4,1,4,0
42,11,57,0,0,4,6,0,4,0
57,11,38,0,0,8,1,0,4,1
68,11,59,0,0,7,0,1,4,1
54,12,51,0,1500,11,0,0,4,1
45,11,39,0,0,0,6,1,4,0
68,11,48,0,0,13,6,0,4,1
59,13,23,0,0,2,0,1,4,1
44,7,30,0,0,9,0,1,4,0
57,13,33,0,0,3,6,1,4,1
51,10,46,0,0,7,4,0,4,0
90,7,49,0,0,0,4,1,4,1
66,14,37,0,0,2,0,1,4,1
56,10,48,1000,2000,2,1,1,4,0
39,11,30,0,0,10,4,1,4,0
58,9,56,0,0,1,1,1,0,0
45,12,38,0,0,10,0,1,4,1
46,12,41,0,500,1,6,1,4,1
39,9,47,0,0,4,4,0,1,0
82,8,31,0,0,8,0,0,4,0
36,11,38,0,0,5,0,1,4,1
48,7,26,0,0,9,0,0,4,0
28,12,52,0,0,12,1,1,0,0
43,10,26,0,0,3,0,1,4,0
42,10,51,0,0,4,0,0,4,0
44,7,48,0,0,10,0,1,4,0
69,10,46,0,0,0,1,1,4,0
45,9,42,0,0,2,0,1,4,1
30,5,39,0,0,3,0,0,4,0
36,8,29,0,0,1,0,0,4,0
54,9,39,0,0,0,6,1,4,0
51,10,50,0,0,0,4,0,4,0
44,10,43,0,0,10,0,1,4,0
65,7,30,0,0,2,2,1,4,0
47,5,31,0,0,2,1,0,4,0
47,8,28,0,0,8,0,0,4,0
45,14,52,0,0,0,0,1,4,1
67,14,41,0,0,1,0,0,4,1
58,12,45,0,0,4,6,1,0,0
72,9,44,0,0,0,1,1,4,0
67,13,22,0,0,4,0,1,4,1
53,7,48,0,0,4,0,1,4,1
54,11,18,0,0,0,0,1,4,1
77,9,50,1000,0,0,0,0,4,0
47,9,45,0,0,2,6,0,4,1
35,10,37,0,0,0,0,1,4,0
62,10,27,0,0,4,1,1,4,0
67,7,34,0,0,7,0,0,4,0
59,14,43,0,0,4,6,1,4,0
37,10,41,0,1000,7,1,1,4,0
65,14,50,0,0,3,0,1,4,0
62,9,35,0,1000,8,6,1,4,0
57,14,20,0,0,7,2,0,4,1
45,11,41,0,2500,9,0,0,4,0
45,13,53,0,0,1,0,0,4,1
40,8,73,0,0,2,0,0,4,0
49,8,63,0,0,6,0,1,1,1
46,15,61,0,0,8,2,1,2,1
65,3,24,0,0,13,0,1,4,0
49,8,20,0,0,6,6,0,4,0
41,13,50,0,0,6,4,0,4,0
41,12,53,0,0,8,4,1,4,0
44,13,29,0,0,13,0,1,4,0
42,10,46,0,0,4,0,1,0,1
38,10,34,0,0,0,0,1,4,0
43,11,60,0,0,3,1,1,1,0
46,9,38,0,0,5,0,1,4,0
38,9,30,0,0,6,4,1,4,0
39,10,41,0,0,11,6,1,0,0
77,10,49,0,0,9,0,1,4,1
90,10,50,0,0,0,6,0,4,0
49,15,36,0,0,6,0,0,4,1
90,9,29,0,0,12,1,1,4,1
77,15,47,0,0,3,0,0,4,1
45,9,45,0,2500,13,6,0,4,0
56,12,41,0,0,5,0,1,4,0
37,10,43,0,0,2,4,1,4,0
69,8,37,0,0,0,4,1,4,0
69,12,50,0,0,5,4,1,4,0
37,10,20,0,0,3,0,0,4,0
48,9,49,0,0,6,0,0,4,0
90,5,36,0,0,1,1,1,4,0
53,9,52,0,0,5,4,1,4,0
31,11,56,0,0,6,6,1,0,0
44,11,54,0,0,8,0,1,4,1
49,7,37,0,0,5,1,1,4,0
36,9,62,10000,2500,1,0,0,4,1
51,9,33,0,0,0,4,1,4,1
46,6,41,0,0,4,0,1,4,0
54,9,42,0,0,1,0,1,0,0
62,7,28,0,0,8,0,0,4,0
90,8,43,0,0,9,0,0,4,0
53,8,45,0,0,0,0,1,4,0
62,12,39,0,0,9,4,0,4,0
62,8,28,0,0,0,4,1,4,0
39,12,35,0,1500,2,0,0,4,0
39,8,67,0,0,13,4,0,4,0
58,12,29,0,0,5,0,0,4,0
49,7,31,0,0,0,1,1,4,0
62,8,28,0,0,1,0,1,4,0
55,10,35,0,0,4,4,1,4,0
32,11,42,0,0,0,0,1,0,1
62,12,32,0,0,7,6,1,4,0
35,8,31,0,0,1,1,1,4,0
56,12,37,0,0,2,0,1,0,1
62,5,74,0,0,1,6,1,4,0
52,14,48,0,0,4,0,1,4,1
64,7,25,0,1500,1,4,1,0,0
38,9,39,0,0,5,4,1,4,0
68,8,36,0,0,6,5,1,4,0
44,11,47,0,0,11,0,1,4,0
29,8,47,0,0,9,0,1,4,0
71,6,53,99999,0,10,0,1,4,0
57,7,20,0,0,0,4,0,4,0
48,9,36,0,0,10,5,1,4,0
33,6,47,0,0,2,0,1,0,0
44,12,42,0,0,4,4,1,4,0
49,15,47,0,0,0,6,1,4,1
56,15,50,0,1500,1,4,1,4,0
75,7,52,0,2500,6,4,1,4,0
40,5,28,10000,0,5,1,0,4,0
35,8,46,0,0,1,0,0,4,0
44,11,72,0,0,10,4,1,2,0
68,8,47,0,0,0,1,1,3,0
